protein_id,keywords,cluster
NC_075035.1_664,putative ankyrin repeat protein,PC_2729
NC_079139.1_46,hypothetical protein,PC_2730
NC_016072.1_1162,hypothetical protein,PC_2730
NC_023639.1_644,hypothetical protein,PC_2730
NC_014649.1_69,hypothetical protein,PC_2730
NC_023639.1_598,putative BTB/POZ domain and WD-repeat protein,PC_2731
NC_014649.1_825,putative BTB/POZ domain and WD-repeat protein,PC_2731
NC_079139.1_655,putative BTB/POZ domain and WD-repeat protein,PC_2731
NC_075035.1_830,WD40 family protein,PC_2731
NC_079139.1_55,putative ankyrin repeat protein,PC_2732
NC_075368.1_928,ankyrin repeat protein,PC_2732
NC_023639.1_893,putative ankyrin repeat protein,PC_2732
NC_023639.1_894,putative ankyrin repeat protein,PC_2732
NC_075367.1_216,ankyrin repeat protein,PC_2733
NC_075034.1_866,hypothetical protein,PC_2733
NC_016072.1_898,putative ankyrin repeat protein,PC_2733
NC_079139.1_1083,putative ankyrin repeat protein,PC_2733
NC_079139.1_482,putative ankyrin repeat protein,PC_2734
NC_079139.1_340,hypothetical protein,PC_2734
NC_075034.1_45,hypothetical protein,PC_2734
NC_016072.1_64,hypothetical protein,PC_2734
NC_075035.1_122,putative ankyrin repeat protein,PC_2735
NC_079139.1_386,ankyrin repeat protein,PC_2735
NC_023639.1_696,putative ankyrin repeat protein,PC_2735
NC_014649.1_119,putative ankyrin repeat protein,PC_2735
NC_079139.1_70,hypothetical protein,PC_2736
NC_016072.1_1067,hypothetical protein,PC_2736
NC_075034.1_1032,hypothetical protein,PC_2736
NC_075035.1_736,hypothetical protein,PC_2736
NC_079139.1_71,F-box and FNIP repeat-containing protein,PC_2737
NC_016072.1_1066,putative F-box and FNIP repeat-containing protein,PC_2737
NC_075034.1_1031,hypothetical protein,PC_2737
NC_075367.1_87,F-box and FNIP repeat-containing protein,PC_2737
NC_079139.1_84,hypothetical protein,PC_2738
NC_016072.1_136,hypothetical protein,PC_2738
NC_075034.1_116,hypothetical protein,PC_2738
NC_075367.1_985,hypothetical protein,PC_2738
NC_016072.1_962,putative ankyrin repeat protein,PC_2739
NC_075035.1_151,putative ankyrin repeat protein,PC_2739
NC_023639.1_728,putative ankyrin repeat protein,PC_2739
NC_014649.1_150,putative ankyrin repeat protein,PC_2739
NC_079139.1_87,putative B-type lectin protein,PC_2740
NC_014649.1_334,putative B-type lectin protein,PC_2740
NC_075035.1_329,putative B-type lectin protein,PC_2740
NC_023639.1_106,putative B-type lectin protein,PC_2740
NC_079139.1_93,hypothetical protein,PC_2741
NC_075034.1_1018,hypothetical protein,PC_2741
NC_016072.1_1051,hypothetical protein,PC_2741
NC_075367.1_96,hypothetical protein,PC_2741
NC_079139.1_97,hypothetical protein,PC_2742
NC_075367.1_131,hypothetical protein,PC_2742
NC_075034.1_981,hypothetical protein,PC_2742
NC_079139.1_211,hypothetical protein,PC_2742
NC_079139.1_99,ankyrin repeat-containing protein,PC_2743
NC_075035.1_972,hypothetical protein,PC_2743
NC_014649.1_983,hypothetical protein,PC_2743
NC_023639.1_839,hypothetical protein,PC_2743
NC_079139.1_100,F-box,PC_2744
NC_075367.1_146,F-box protein,PC_2744
NC_016072.1_998,putative F-box protein,PC_2744
NC_075034.1_968,putative F-box protein,PC_2744
NC_016072.1_820,hypothetical protein,PC_2745
NC_075367.1_298,ankyrin repeat protein,PC_2745
NC_036594.1_1117,Ankyrin-repeat protein,PC_2745
NC_075034.1_793,hypothetical protein,PC_2745
NC_079139.1_117,ankyrin repeat protein,PC_2746
NC_075034.1_962,putative ankyrin repeat protein,PC_2746
NC_016072.1_992,putative ankyrin repeat protein,PC_2746
NC_079139.1_118,putative ankyrin repeat protein,PC_2746
NC_020104.1_124,ankyrin repeat protein,PC_2747
NC_075368.1_152,ankyrin repeat protein,PC_2747
NC_075037.1_867,repeat protein,PC_2747
NC_075368.1_153,ankyrin repeat protein,PC_2747
NC_079139.1_124,hypothetical protein,PC_2748
NC_016072.1_986,hypothetical protein,PC_2748
NC_075367.1_151,hypothetical protein,PC_2748
NC_075037.1_913,hypothetical protein,PC_2748
NC_079139.1_131,hypothetical protein,PC_2749
NC_016072.1_978,hypothetical protein,PC_2749
NC_075034.1_945,hypothetical protein,PC_2749
NC_075034.1_944,hypothetical protein,PC_2749
NC_079139.1_133,hypothetical protein,PC_2750
NC_016072.1_972,hypothetical protein,PC_2750
NC_075034.1_941,hypothetical protein,PC_2750
NC_023639.1_822,hypothetical protein,PC_2750
NC_016072.1_976,hypothetical protein,PC_2751
NC_075367.1_154,hypothetical protein,PC_2751
NC_016072.1_46,hypothetical protein,PC_2751
NC_016072.1_974,hypothetical protein,PC_2751
NC_079139.1_151,hypothetical protein,PC_2752
NC_016072.1_58,hypothetical protein,PC_2752
NC_075367.1_1034,hypothetical protein,PC_2752
NC_075034.1_39,hypothetical protein,PC_2752
NC_079139.1_162,methyltransferase type 11,PC_2753
NC_016072.1_140,methyltransferase type 11,PC_2753
NC_075367.1_982,methyltransferase type 11,PC_2753
NC_075034.1_120,methyltransferase type 11,PC_2753
NC_075034.1_192,putative ankyrin repeat protein,PC_2754
NC_016072.1_210,putative ankyrin repeat protein,PC_2754
NC_075367.1_920,ankyrin repeat protein,PC_2754
NC_075034.1_1121,putative ankyrin repeat protein,PC_2754
NC_014649.1_871,ankyrin-containing protein,PC_2755
NC_023639.1_953,ankyrin-containing protein,PC_2755
NC_075035.1_865,ankyrin-containing protein,PC_2755
NC_014649.1_870,hypothetical protein,PC_2755
NC_079139.1_200,hypothetical protein,PC_2756
NC_020104.1_995,hypothetical protein,PC_2756
NC_075367.1_15,ankyrin repeat protein,PC_2756
NC_075368.1_937,hypothetical protein,PC_2756
NC_075367.1_1001,ankyrin repeat protein,PC_2757
NC_075034.1_95,hypothetical protein,PC_2757
NC_016072.1_116,hypothetical protein,PC_2757
NC_020104.1_33,ankyrin repeat protein,PC_2757
NC_075035.1_159,hypothetical protein,PC_2758
NC_023639.1_736,hypothetical protein,PC_2758
NC_014649.1_159,hypothetical protein,PC_2758
NC_014649.1_158,hypothetical protein,PC_2758
NC_079139.1_213,Hint (Hedgehog/Intein) domain-containing protein,PC_2759
NC_075037.1_873,hedgehog/intein domain-containing protein,PC_2759
NC_020104.1_115,Hint (Hedgehog/Intein) domain-containing protein,PC_2759
NC_075368.1_146,hypothetical protein,PC_2759
NC_075368.1_703,ankyrin repeat protein,PC_2760
NC_020104.1_713,ankyrin repeat protein,PC_2760
NC_075037.1_290,repeat protein,PC_2760
NC_075037.1_291,ankyrin repeat protein,PC_2760
NC_075034.1_186,hypothetical protein,PC_2761
NC_016072.1_205,hypothetical protein,PC_2761
NC_075367.1_925,ankyrin repeat protein,PC_2761
NC_075034.1_187,hypothetical protein,PC_2761
NC_075368.1_191,ankyrin repeat protein,PC_2762
NC_075037.1_825,repeat protein,PC_2762
NC_020104.1_167,ankyrin repeat protein,PC_2762
NC_020104.1_166,repeat protein,PC_2762
NC_079139.1_224,hypothetical protein,PC_2763
NC_020104.1_885,hypothetical protein,PC_2763
NC_075368.1_860,hypothetical protein,PC_2763
NC_075037.1_135,hypothetical protein,PC_2763
NC_079139.1_225,hypothetical protein,PC_2764
NC_023639.1_938,hypothetical protein,PC_2764
NC_014649.1_887,hypothetical protein,PC_2764
NC_075035.1_881,hypothetical protein,PC_2764
NC_016072.1_1088,hypothetical protein,PC_2765
NC_075034.1_1049,hypothetical protein,PC_2765
NC_075368.1_947,hypothetical protein,PC_2765
NC_075367.1_76,hypothetical protein,PC_2765
NC_077077.1_13,hypothetical protein,PC_2766
NC_038553.1_219,transposase,PC_2766
NC_038553.1_136,transposase,PC_2766
NC_038553.1_1,transposase,PC_2766
NC_075034.1_768,putative F-box and FNIP repeat-containing protein,PC_2767
NC_079139.1_607,putative F-box and FNIP repeat-containing protein,PC_2767
NC_075367.1_323,F-box and FNIP repeat-containing protein,PC_2767
NC_016072.1_795,putative F-box and FNIP repeat-containing protein,PC_2767
NC_020104.1_595,hypothetical protein,PC_2768
NC_075367.1_507,ankyrin repeat protein,PC_2768
NC_075037.1_407,hypothetical protein,PC_2768
NC_075368.1_583,hypothetical protein,PC_2768
NC_023639.1_705,BTB domain-containing protein,PC_2769
NC_014649.1_131,hypothetical protein,PC_2769
NC_075035.1_130,BTB domain-containing protein,PC_2769
NC_014649.1_128,hypothetical protein,PC_2769
NC_079139.1_278,hypothetical protein,PC_2770
NC_075037.1_974,hypothetical protein,PC_2770
NC_020104.1_26,hypothetical protein,PC_2770
NC_075368.1_72,hypothetical protein,PC_2770
NC_079139.1_311,putative ankyrin repeat protein,PC_2771
NC_016072.1_1095,putative ankyrin repeat protein,PC_2771
NC_020104.1_81,ankyrin repeat protein,PC_2771
NC_075368.1_111,ankyrin repeat protein,PC_2771
NC_079139.1_348,hypothetical protein,PC_2772
NC_075367.1_172,hypothetical protein,PC_2772
NC_075034.1_915,hypothetical protein,PC_2772
NC_016072.1_950,hypothetical protein,PC_2772
NC_079139.1_363,hypothetical protein,PC_2773
NC_075367.1_212,hypothetical protein,PC_2773
NC_016072.1_902,hypothetical protein,PC_2773
NC_075034.1_870,hypothetical protein,PC_2773
NC_079139.1_372,hypothetical protein,PC_2774
NC_075035.1_827,hypothetical protein,PC_2774
NC_023639.1_595,hypothetical protein,PC_2774
NC_014649.1_822,hypothetical protein,PC_2774
NC_079139.1_375,putative ankyrin repeat protein,PC_2775
NC_014649.1_932,putative ankyrin repeat protein,PC_2775
NC_023639.1_892,putative ankyrin repeat protein,PC_2775
NC_075035.1_920,putative ankyrin repeat protein,PC_2775
NC_005309.1_44,CNPV044 ankyrin repeat protein,PC_2776
NC_024446.1_36,ankyrin repeat protein,PC_2776
NC_036582.1_24,ankyrin repeat family protein,PC_2776
NC_024447.1_34,ankyrin repeat protein,PC_2776
NC_023639.1_949,hypothetical protein,PC_2777
NC_014649.1_875,hypothetical protein,PC_2777
NC_075035.1_870,hypothetical protein,PC_2777
NC_014649.1_876,hypothetical protein,PC_2777
NC_079139.1_408,hypothetical protein,PC_2778
NC_075035.1_774,hypothetical protein,PC_2778
NC_023639.1_547,hypothetical protein,PC_2778
NC_014649.1_774,hypothetical protein,PC_2778
NC_020104.1_834,ankyrin repeat protein,PC_2779
NC_075368.1_814,hypothetical protein,PC_2779
NC_075037.1_181,repeat protein,PC_2779
NC_016072.1_1160,repeat protein,PC_2779
NC_079139.1_414,hypothetical protein,PC_2780
NC_075034.1_387,putative ankyrin repeat protein,PC_2780
NC_075367.1_722,ankyrin repeat protein,PC_2780
NC_016072.1_402,putative ankyrin repeat protein,PC_2780
NC_079139.1_427,putative translation factor,PC_2781
NC_075039.1_1337,putative translation factor,PC_2781
NC_075038.1_1209,mimivirus translation initiation factor 2 subunit alpha,PC_2781
NC_077067.1_330,translation initiation factor 2 alpha subunit,PC_2781
NC_079139.1_430,hypothetical protein,PC_2782
NC_023639.1_567,hypothetical protein,PC_2782
NC_014649.1_794,hypothetical protein,PC_2782
NC_075035.1_798,hypothetical protein,PC_2782
NC_079139.1_466,DNA topoisomerase 1b,PC_2783
NC_023639.1_803,DNA topoisomerase 1b,PC_2783
NC_014649.1_229,DNA topoisomerase 1b,PC_2783
NC_075035.1_226,DNA topoisomerase 1b,PC_2783
NC_028094.1_271,DNA-directed RNA polymerase subunit K,PC_2784
NC_077221.1_297,DNA-directed RNA polymerase II subunit RPB6,PC_2784
NC_075546.1_233,DNA-directed RNA polymerase II subunit RPB6,PC_2784
NC_021312.1_200,DNA-directed RNA polymerase II subunit RPB6,PC_2784
NC_021312.1_12,glycosyltransferase,PC_2785
NC_075036.1_544,"alpha-1,2-fucosyltransferase",PC_2785
NC_028094.1_10,glycosyltransferase,PC_2785
NC_077067.1_471,glycosyl transferase family 25,PC_2785
NC_014637.1_149,putative insulinase-like metalloprotease,PC_2786
NC_077067.1_286,peptidase M16,PC_2786
NC_077067.1_1087,peptidase M16,PC_2786
NC_075036.1_829,peptidase M16,PC_2786
NC_079139.1_526,hypothetical protein,PC_2787
NC_023639.1_56,hypothetical protein,PC_2787
NC_014649.1_287,hypothetical protein,PC_2787
NC_075035.1_283,hypothetical protein,PC_2787
NC_077077.1_41,hypothetical protein,PC_2788
NC_075546.1_26,DnaJ superfamily,PC_2788
NC_021312.1_35,DnaJ superfamily,PC_2788
NC_014637.1_385,putative DnaJ/Hsp40,PC_2788
NC_079139.1_556,hypothetical protein,PC_2789
NC_014649.1_560,hypothetical protein,PC_2789
NC_023639.1_329,hypothetical protein,PC_2789
NC_075035.1_551,hypothetical protein,PC_2789
NC_079139.1_569,hypothetical protein,PC_2790
NC_023639.1_316,hypothetical protein,PC_2790
NC_014649.1_547,hypothetical protein,PC_2790
NC_075035.1_539,hypothetical protein,PC_2790
NC_079139.1_589,hypothetical protein,PC_2791
NC_023639.1_297,hypothetical protein,PC_2791
NC_014649.1_526,hypothetical protein,PC_2791
NC_075035.1_520,hypothetical protein,PC_2791
NC_079139.1_591,hypothetical protein,PC_2792
NC_023639.1_295,hypothetical protein,PC_2792
NC_014649.1_524,hypothetical protein,PC_2792
NC_075035.1_518,hypothetical protein,PC_2792
NC_021312.1_80,polynucleotide kinase-3'-phosphatase,PC_2793
NC_077221.1_796,polynucleotide kinase-3'-phosphatase,PC_2793
NC_075036.1_390,hypothetical protein,PC_2793
NC_024697.1_107,putative polynucleotide-kinase-3 phosphatase,PC_2793
NC_079139.1_614,hypothetical protein,PC_2794
NC_014649.1_505,hypothetical protein,PC_2794
NC_023639.1_276,hypothetical protein,PC_2794
NC_075035.1_499,putative cell-wall-anchored protein sasa (LPXTG motif),PC_2794
NC_079139.1_651,putative BTB/POZ domain and WD-repeat protein,PC_2795
NC_079139.1_652,BTB/POZ domain-containing protein,PC_2795
NC_079139.1_653,WD40 family protein,PC_2795
NC_079139.1_654,putative BTB/POZ domain and WD-repeat protein,PC_2795
NC_028104.1_33,hypothetical protein,PC_2796
NC_075546.1_67,hypothetical protein,PC_2796
NC_021312.1_59,hypothetical protein,PC_2796
NC_028094.1_124,hypothetical protein,PC_2796
NC_075035.1_204,putative VV A18-like helicase,PC_2797
NC_079139.1_1035,putative ATP-dependent RNA helicase,PC_2797
NC_023639.1_779,putative VV A18-like helicase,PC_2797
NC_014649.1_203,putative VV A18-like helicase,PC_2797
NC_079139.1_695,V-type ATP synthase subunit I,PC_2798
NC_014649.1_435,hypothetical protein,PC_2798
NC_023639.1_206,hypothetical protein,PC_2798
NC_075035.1_429,hypothetical protein,PC_2798
NC_075368.1_491,hypothetical protein,PC_2799
NC_020104.1_502,hypothetical protein,PC_2799
NC_075037.1_509,hypothetical protein,PC_2799
NC_077221.1_996,hypothetical protein,PC_2799
NC_028094.1_25,hypothetical protein,PC_2800
NC_075034.1_537,hypothetical protein,PC_2800
NC_075367.1_571,ankyrin repeat protein,PC_2800
NC_016072.1_559,hypothetical protein,PC_2800
NC_079139.1_731,acetyltransferase domain protein,PC_2801
NC_075368.1_523,acetyltransferase,PC_2801
NC_075038.1_526,acetyltransferase,PC_2801
NC_075039.1_555,hypothetical protein,PC_2801
NC_079139.1_764,hypothetical protein,PC_2802
NC_075035.1_378,hypothetical protein,PC_2802
NC_023639.1_155,hypothetical protein,PC_2802
NC_014649.1_383,hypothetical protein,PC_2802
NC_079139.1_767,hypothetical protein,PC_2803
NC_014649.1_380,hypothetical protein,PC_2803
NC_023639.1_152,hypothetical protein,PC_2803
NC_075035.1_375,hypothetical protein,PC_2803
NC_079139.1_775,hypothetical protein,PC_2804
NC_075038.1_295,hypothetical protein,PC_2804
NC_075039.1_315,hypothetical protein,PC_2804
NC_077067.1_1381,ankyrin repeat protein,PC_2804
NC_079139.1_779,hypothetical protein,PC_2805
NC_075035.1_367,hypothetical protein,PC_2805
NC_023639.1_144,hypothetical protein,PC_2805
NC_014649.1_372,hypothetical protein,PC_2805
NC_079139.1_789,collagen-like protein,PC_2806
NC_075367.1_519,collagen-like protein,PC_2806
NC_016072.1_610,tail fiber protein,PC_2806
NC_075034.1_588,hypothetical protein,PC_2806
NC_079139.1_806,hypothetical protein,PC_2807
NC_023639.1_123,hypothetical protein,PC_2807
NC_014649.1_351,hypothetical protein,PC_2807
NC_075035.1_346,hypothetical protein,PC_2807
NC_079139.1_819,hypothetical protein,PC_2808
NC_023639.1_113,hypothetical protein,PC_2808
NC_075035.1_336,hypothetical protein,PC_2808
NC_014649.1_341,hypothetical protein,PC_2808
NC_002687.1_115,serine-threonine kinase,PC_2809
NC_011183.1_47,serine-threonine kinase,PC_2809
NC_043252.1_37,serine-threonine kinase,PC_2809
NC_024451.1_136,pim-1 oncogene,PC_2809
NC_079139.1_844,DHH family phosphohydrolase-like protein,PC_2810
NC_014649.1_584,hypothetical protein,PC_2810
NC_023639.1_354,hypothetical protein,PC_2810
NC_075035.1_576,hypothetical protein,PC_2810
NC_079139.1_856,hypothetical protein,PC_2811
NC_075035.1_590,hypothetical protein,PC_2811
NC_023639.1_368,hypothetical protein,PC_2811
NC_014649.1_598,hypothetical protein,PC_2811
NC_079139.1_871,hypothetical protein,PC_2812
NC_075035.1_605,hypothetical protein,PC_2812
NC_014649.1_613,hypothetical protein,PC_2812
NC_023639.1_384,hypothetical protein,PC_2812
NC_079139.1_872,hypothetical protein,PC_2813
NC_075035.1_606,hypothetical protein,PC_2813
NC_023639.1_385,hypothetical protein,PC_2813
NC_014649.1_614,hypothetical protein,PC_2813
NC_075036.1_1030,Uvr helicase/DDEDDh 3'-5' exonuclease,PC_2814
NC_077067.1_212,DNA helicase uvrD/REp type,PC_2814
NC_077221.1_39,DNA helicase uvrD/REp type,PC_2814
NC_014637.1_439,DNA helicase,PC_2814
NC_079139.1_901,hypothetical protein,PC_2815
NC_014649.1_635,hypothetical protein,PC_2815
NC_023639.1_409,hypothetical protein,PC_2815
NC_075035.1_627,hypothetical protein,PC_2815
NC_023639.1_959,hypothetical protein,PC_2816
NC_014649.1_864,hypothetical protein,PC_2816
NC_075035.1_859,hypothetical protein,PC_2816
NC_014649.1_861,hypothetical protein,PC_2816
NC_009899.1_127,hypothetical protein,PC_2817
NC_043235.1_136,ankyrin repeat PH and SEC7 domain containing protein,PC_2817
NC_009898.1_133,hypothetical protein,PC_2817
NC_000852.5_124,hypothetical protein,PC_2817
NC_079139.1_931,hypothetical protein,PC_2818
NC_075035.1_657,hypothetical protein,PC_2818
NC_023639.1_435,hypothetical protein,PC_2818
NC_014649.1_661,hypothetical protein,PC_2818
NC_075034.1_132,hypothetical protein,PC_2819
NC_016072.1_152,putative ankyrin repeat protein,PC_2819
NC_075367.1_970,ankyrin repeat protein,PC_2819
NC_075367.1_971,ankyrin repeat protein,PC_2819
NC_075367.1_918,ankyrin repeat protein,PC_2820
NC_075034.1_718,hypothetical protein,PC_2820
NC_016072.1_744,putative ankyrin repeat protein,PC_2820
NC_075367.1_380,ankyrin repeat protein,PC_2820
NC_079139.1_941,hypothetical protein,PC_2821
NC_075035.1_667,hypothetical protein,PC_2821
NC_023639.1_445,hypothetical protein,PC_2821
NC_014649.1_671,hypothetical protein,PC_2821
NC_079139.1_943,hypothetical protein,PC_2822
NC_075035.1_669,hypothetical protein,PC_2822
NC_014649.1_673,hypothetical protein,PC_2822
NC_023639.1_447,hypothetical protein,PC_2822
NC_025412.1_311,putative P-loop ATPase/GTPase,PC_2823
NC_013756.1_316,P-loop ATPase/GTPase,PC_2823
NC_043223.1_130,P-loop ATPase/GTPase,PC_2823
NC_030230.1_350,putative P-loop ATPase/GTPase,PC_2823
NC_079139.1_981,hypothetical protein,PC_2824
NC_075035.1_698,hypothetical protein,PC_2824
NC_014649.1_699,hypothetical protein,PC_2824
NC_023639.1_473,hypothetical protein,PC_2824
NC_079139.1_991,hypothetical protein,PC_2825
NC_075035.1_712,hypothetical protein,PC_2825
NC_014649.1_714,hypothetical protein,PC_2825
NC_023639.1_488,hypothetical protein,PC_2825
NC_079139.1_994,hypothetical protein,PC_2826
NC_023639.1_491,hypothetical protein,PC_2826
NC_014649.1_717,hypothetical protein,PC_2826
NC_075035.1_715,hypothetical protein,PC_2826
NC_079139.1_997,hypothetical protein,PC_2827
NC_075037.1_232,hypothetical protein,PC_2827
NC_020104.1_775,hypothetical protein,PC_2827
NC_075368.1_762,hypothetical protein,PC_2827
NC_075034.1_778,hypothetical protein,PC_2828
NC_077067.1_1174,VV A32-like packaging ATPase,PC_2828
NC_016072.1_805,hypothetical protein,PC_2828
NC_075367.1_313,hypothetical protein,PC_2828
NC_079139.1_999,hypothetical protein,PC_2829
NC_020104.1_779,hypothetical protein,PC_2829
NC_075037.1_228,hypothetical protein,PC_2829
NC_075368.1_766,hypothetical protein,PC_2829
NC_079139.1_1000,hypothetical protein,PC_2830
NC_014649.1_722,hypothetical protein,PC_2830
NC_075035.1_720,hypothetical protein,PC_2830
NC_023639.1_496,hypothetical protein,PC_2830
NC_079139.1_1002,hypothetical protein,PC_2831
NC_014649.1_724,hypothetical protein,PC_2831
NC_075035.1_722,hypothetical protein,PC_2831
NC_023639.1_498,hypothetical protein,PC_2831
NC_079139.1_1015,hypothetical protein,PC_2832
NC_075037.1_203,hypothetical protein,PC_2832
NC_075368.1_790,hypothetical protein,PC_2832
NC_020104.1_803,hypothetical protein,PC_2832
NC_079139.1_1021,hypothetical protein,PC_2833
NC_023639.1_516,hypothetical protein,PC_2833
NC_014649.1_741,hypothetical protein,PC_2833
NC_075035.1_740,hypothetical protein,PC_2833
NC_079139.1_1030,hypothetical protein,PC_2834
NC_014649.1_219,hypothetical protein,PC_2834
NC_023639.1_793,hypothetical protein,PC_2834
NC_075035.1_217,hypothetical protein,PC_2834
NC_029692.1_449,hypothetical protein,PC_2835
NC_015326.1_408,hypothetical protein,PC_2835
NC_033775.1_41,hypothetical protein,PC_2835
NC_031465.1_358,hypothetical protein,PC_2835
NC_079139.1_1049,hypothetical protein,PC_2836
NC_016072.1_175,hypothetical protein,PC_2836
NC_075034.1_156,hypothetical protein,PC_2836
NC_075367.1_953,hypothetical protein,PC_2836
NC_020104.1_861,ankyrin repeat protein,PC_2837
NC_075368.1_835,ankyrin repeat protein,PC_2837
NC_079139.1_1177,putative ankyrin repeat protein,PC_2837
NC_075037.1_159,repeat protein,PC_2837
NC_079139.1_1077,hypothetical protein,PC_2838
NC_075367.1_915,ankyrin repeat protein,PC_2838
NC_075034.1_196,hypothetical protein,PC_2838
NC_016072.1_214,hypothetical protein,PC_2838
NC_079139.1_1084,endonuclease V,PC_2839
NC_075034.1_119,endonuclease V,PC_2839
NC_016072.1_139,endonuclease V,PC_2839
NC_077067.1_315,endonuclease V,PC_2839
NC_020104.1_148,hypothetical protein,PC_2840
NC_075034.1_178,hypothetical protein,PC_2840
NC_016072.1_197,putative ankyrin repeat protein,PC_2840
NC_075367.1_932,ankyrin repeat protein,PC_2840
NC_077067.1_154,HD superfamily phosphodieaserase,PC_2841
NC_075038.1_1239,HD superfamily hydrolase,PC_2841
NC_075039.1_1367,hd superfamily,PC_2841
NC_077221.1_837,HD superfamily phosphodieaserase,PC_2841
NC_079139.1_1105,ankyrin repeat protein,PC_2842
NC_016072.1_946,putative ankyrin repeat protein,PC_2842
NC_075034.1_910,putative ankyrin repeat protein,PC_2842
NC_075367.1_174,ankyrin repeat protein,PC_2842
NC_079139.1_1106,hypothetical protein,PC_2843
NC_023639.1_509,hypothetical protein,PC_2843
NC_075035.1_732,hypothetical protein,PC_2843
NC_014649.1_734,hypothetical protein,PC_2843
NC_079139.1_1113,hypothetical protein,PC_2844
NC_016072.1_852,hypothetical protein,PC_2844
NC_075034.1_825,hypothetical protein,PC_2844
NC_075367.1_266,hypothetical protein,PC_2844
NC_079139.1_1114,hypothetical protein,PC_2845
NC_075035.1_174,hypothetical protein,PC_2845
NC_023639.1_750,hypothetical protein,PC_2845
NC_014649.1_173,hypothetical protein,PC_2845
NC_079139.1_1115,hypothetical protein,PC_2846
NC_016072.1_173,hypothetical protein,PC_2846
NC_075034.1_154,hypothetical protein,PC_2846
NC_075367.1_955,hypothetical protein,PC_2846
NC_079139.1_1118,hypothetical protein,PC_2847
NC_075035.1_955,hypothetical protein,PC_2847
NC_023639.1_854,hypothetical protein,PC_2847
NC_014649.1_972,hypothetical protein,PC_2847
NC_075039.1_1245,hypothetical protein,PC_2848
NC_075038.1_1111,hypothetical protein,PC_2848
NC_075038.1_657,hypothetical protein,PC_2848
NC_075039.1_699,hypothetical protein,PC_2848
NC_079139.1_1135,hypothetical protein,PC_2849
NC_016072.1_1124,hypothetical protein,PC_2849
NC_075034.1_1086,hypothetical protein,PC_2849
NC_075367.1_50,hypothetical protein,PC_2849
NC_079139.1_1146,hypothetical protein,PC_2850
NC_075367.1_49,hypothetical protein,PC_2850
NC_016072.1_1125,hypothetical protein,PC_2850
NC_075034.1_1087,hypothetical protein,PC_2850
NC_079139.1_1151,hypothetical protein,PC_2851
NC_075037.1_885,hypothetical protein,PC_2851
NC_020104.1_102,hypothetical protein,PC_2851
NC_075368.1_136,hypothetical protein,PC_2851
NC_079139.1_1193,hypothetical protein,PC_2852
NC_023639.1_691,hypothetical protein,PC_2852
NC_075035.1_118,hypothetical protein,PC_2852
NC_079139.1_1194,hypothetical protein,PC_2852
NC_079139.1_1221,histone-lysine N-methyltransferase / SET domain containing protein,PC_2853
NC_043235.1_107,histone-lysine N-methyltransferase / SET domain containing protein,PC_2853
NC_009899.1_103,hypothetical protein,PC_2853
NC_009898.1_108,hypothetical protein,PC_2853
NC_079139.1_1225,hypothetical protein,PC_2854
NC_075367.1_80,hypothetical protein,PC_2854
NC_023639.1_704,hypothetical protein,PC_2854
NC_075035.1_129,hypothetical protein,PC_2854
NC_035460.1_172,Ankyrin repeat protein,PC_2855
NC_006966.1_20,Ankyrin repeat protein,PC_2855
NC_005179.1_7,ankyrin repeat protein,PC_2855
NC_002642.1_12,11L protein,PC_2855
NC_075038.1_1232,hypothetical protein,PC_2856
NC_075038.1_1231,hypothetical protein,PC_2856
NC_075039.1_1360,hypothetical protein,PC_2856
NC_075039.1_1359,hypothetical protein,PC_2856
NC_079139.1_1264,putative ankyrin repeat protein,PC_2857
NC_075035.1_111,putative ankyrin repeat protein,PC_2857
NC_023639.1_683,putative ankyrin repeat protein,PC_2857
NC_014649.1_109,putative ankyrin repeat protein,PC_2857
NC_079139.1_1289,putative ankyrin repeat protein,PC_2858
NC_075035.1_323,putative ankyrin repeat protein,PC_2858
NC_023639.1_101,putative ankyrin repeat protein,PC_2858
NC_014649.1_329,putative ankyrin repeat protein,PC_2858
NC_079139.1_1292,hypothetical protein,PC_2859
NC_075035.1_42,hypothetical protein,PC_2859
NC_014649.1_62,hypothetical protein,PC_2859
NC_023639.1_637,hypothetical protein,PC_2859
NC_079139.1_1294,hypothetical protein,PC_2860
NC_075037.1_44,hypothetical protein,PC_2860
NC_020104.1_1005,hypothetical protein,PC_2860
NC_075368.1_948,hypothetical protein,PC_2860
NC_044938.1_94,anti-repressor Ant,PC_2861
NC_008361.1_71,31 kDa,PC_2861
NC_044939.1_92,Bro12,PC_2861
NC_009233.1_87,Bro12,PC_2861
NC_075034.1_28,hypothetical protein,PC_2862
NC_016072.1_40,hypothetical protein,PC_2862
NC_075368.1_49,hypothetical protein,PC_2862
NC_075035.1_677,hypothetical protein,PC_2862
NC_075037.1_58,repeat protein,PC_2863
NC_075367.1_35,ankyrin repeat protein,PC_2863
NC_075034.1_1105,putative ankyrin repeat protein,PC_2863
NC_016072.1_1141,putative ankyrin repeat protein,PC_2863
NC_075037.1_142,hypothetical protein,PC_2864
NC_075368.1_852,hypothetical protein,PC_2864
NC_020104.1_877,hypothetical protein,PC_2864
NC_020104.1_876,hypothetical protein,PC_2864
NC_075367.1_55,ankyrin repeat protein,PC_2865
